PLAYER_NAME,TEAM_ABBREVIATION,SEASON,PTS,NEXT_SEASON_PTS,PREDICTED_NEXT_SEASON_PTS,ERROR,ABS_ERROR,LOWER_CONFIDENCE_RANGE,UPPER_CONFIDENCE_RANGE,AGE,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,REB,AST,TOV,STL,BLK,PLUS_MINUS,USG_PCT,TS_PCT,PACE,OFF_RATING,NET_RATING,TEAM_PACE,TEAM_OFF_RATING,TEAM_DEF_RATING,TEAM_NET_RATING,PTS_LAST_YEAR,MIN_LAST_YEAR,GP_LAST_YEAR,USG_LAST_YEAR,TS_LAST_YEAR,PTS_CHANGE,MIN_CHANGE,GP_CHANGE,USG_CHANGE,TS_CHANGE
Kevin Durant,PHX,2023-24,2032,1647.0,1363.5168,283.483154296875,283.483154296875,1144.8965,1582.1372,35.0,75,2790.6366666666668,751,1436,0.523,168,407,0.413,362,423,0.856,495,378,244,69,91,291,0.283,0.626,100.24,118.1,4.8,99.0,116.8,113.7,3.1,1366.0,1671.7566666666667,47.0,0.305,0.677,666.0,1118.88,28.0,-0.02200000000000002,-0.051000000000000045
Jordan Clarkson,UTA,2023-24,942,600.0,884.7533,-284.7532958984375,284.7532958984375,666.133,1103.3735,32.0,55,1682.3416666666667,337,816,0.413,91,309,0.294,177,201,0.881,188,277,146,35,6,-191,0.255,0.521,100.77,113.9,-5.7,100.26,114.5,119.6,-5.1,1271.0,1988.3033333333333,61.0,0.273,0.558,-329.0,-305.9616666666666,-6.0,-0.018000000000000016,-0.03700000000000003
Josh Hart,NYK,2023-24,761,1051.0,763.7073,287.292724609375,287.292724609375,545.087,982.3276,29.0,81,2706.7716666666665,295,679,0.434,80,258,0.31,91,115,0.791,675,331,118,75,23,346,0.133,0.522,95.77,117.2,6.6,95.96,117.3,112.4,4.9,743.0,2454.025,76.0,0.124,0.622,18.0,252.74666666666644,5.0,0.009000000000000008,-0.09999999999999998
Anfernee Simons,POR,2023-24,1039,1348.0,1058.9238,289.076171875,289.076171875,840.3035,1277.5442,25.0,46,1581.7433333333333,360,837,0.43,156,405,0.385,163,178,0.916,167,255,126,23,5,-330,0.276,0.568,97.9,109.9,-10.6,97.88,107.6,116.6,-9.0,1306.0,2170.66,62.0,0.247,0.581,-267.0,-588.9166666666665,-16.0,0.029000000000000026,-0.013000000000000012
Julian Champagnie,SAS,2023-24,504,815.0,523.2593,291.74072265625,291.74072265625,304.63898,741.8796,23.0,74,1467.875,164,402,0.408,101,277,0.365,75,92,0.815,206,103,57,48,42,-141,0.14,0.57,103.07,109.1,-4.5,101.8,109.3,115.6,-6.4,165.0,320.135,17.0,0.181,0.6,339.0,1147.74,57.0,-0.04099999999999998,-0.030000000000000027
Brandon Boston,LAC,2023-24,167,448.0,154.1323,293.8677062988281,293.8677062988281,-64.48801,372.7526,22.0,32,345.1716666666667,65,161,0.404,14,52,0.269,23,33,0.697,52,13,24,11,8,-111,0.24,0.476,100.4,102.4,-15.7,97.93,117.9,114.6,3.4,143.0,248.345,22.0,0.237,0.515,24.0,96.82666666666668,10.0,0.0030000000000000027,-0.039000000000000035
Chris Boucher,TOR,2023-24,322,502.0,204.96288,297.03712463378906,297.03712463378906,-13.657425,423.5832,31.0,50,704.8833333333333,110,217,0.507,31,94,0.33,71,92,0.772,207,23,28,14,24,28,0.167,0.625,99.35,116.0,2.4,99.91,111.8,118.1,-6.3,712.0,1523.47,76.0,0.175,0.59,-390.0,-818.5866666666667,-26.0,-0.00799999999999998,0.03500000000000003
Reggie Jackson,DEN,2023-24,833,136.0,434.2492,-298.24920654296875,298.24920654296875,215.6289,652.8695,34.0,82,1816.82,326,756,0.431,102,284,0.359,79,98,0.806,155,308,106,44,12,79,0.209,0.521,99.58,112.0,1.4,97.43,117.8,112.3,5.5,693.0,1656.8533333333332,68.0,0.205,0.514,140.0,159.9666666666667,14.0,0.0040000000000000036,0.007000000000000006
Seth Curry,CHA,2023-24,226,444.0,145.73839,298.26161193847656,298.26161193847656,-72.88191,364.3587,33.0,44,615.4133333333333,80,204,0.392,38,108,0.352,28,31,0.903,68,44,21,22,6,60,0.159,0.519,100.77,110.6,3.1,97.81,108.6,119.2,-10.6,561.0,1210.715,61.0,0.188,0.593,-335.0,-595.3016666666666,-17.0,-0.028999999999999998,-0.07399999999999995
Michael Porter Jr.,DEN,2023-24,1356,1398.0,1094.7838,303.2161865234375,303.2161865234375,876.1635,1313.404,26.0,81,2564.605,522,1079,0.484,220,554,0.397,92,110,0.836,565,122,92,42,53,472,0.202,0.601,97.81,120.2,8.1,97.43,117.8,112.3,5.5,1080.0,1797.8933333333334,62.0,0.22,0.621,276.0,766.7116666666666,19.0,-0.017999999999999988,-0.020000000000000018
Lauri Markkanen,UTA,2023-24,1278,892.0,1195.5603,-303.560302734375,303.560302734375,976.94,1414.1807,27.0,55,1819.7466666666667,427,890,0.48,175,439,0.399,249,277,0.899,449,110,77,50,26,21,0.241,0.631,102.49,117.6,0.6,100.26,114.5,119.6,-5.1,1691.0,2272.4866666666667,66.0,0.259,0.64,-413.0,-452.74,-11.0,-0.018000000000000016,-0.009000000000000008
Jalen Suggs,ORL,2023-24,943,567.0,871.78107,-304.78106689453125,304.78106689453125,653.16077,1090.4014,23.0,75,2024.59,336,714,0.471,153,385,0.397,118,156,0.756,229,205,132,106,47,45,0.191,0.602,99.85,111.8,1.0,97.37,112.9,110.8,2.2,524.0,1245.865,53.0,0.196,0.528,419.0,778.7249999999999,22.0,-0.0050000000000000044,0.07399999999999995
Lamar Stevens,MEM,2023-24,272,74.0,379.75385,-305.75384521484375,305.75384521484375,161.13354,598.37415,26.0,38,559.0133333333333,108,240,0.45,14,46,0.304,42,54,0.778,127,28,24,23,22,9,0.213,0.516,98.4,105.3,1.3,98.68,106.8,113.7,-6.9,328.0,1120.4833333333333,62.0,0.136,0.524,-56.0,-561.47,-24.0,0.07699999999999999,-0.008000000000000007
Tyrese Maxey,PHI,2023-24,1816,1369.0,1679.1469,-310.1468505859375,310.1468505859375,1460.5266,1897.7671,23.0,70,2625.806666666667,638,1419,0.45,212,569,0.373,328,378,0.868,258,433,116,69,33,303,0.273,0.573,98.52,118.3,5.2,98.17,116.2,113.0,3.1,1218.0,2015.77,60.0,0.236,0.605,598.0,610.0366666666669,10.0,0.03700000000000003,-0.03200000000000003
Jabari Smith Jr.,HOU,2023-24,1044,698.0,1008.79205,-310.79205322265625,310.79205322265625,790.17175,1227.4124,21.0,76,2423.845,378,833,0.454,138,380,0.363,150,185,0.811,616,121,89,52,61,-84,0.174,0.571,99.8,111.9,-1.9,99.59,113.7,112.8,0.9,1010.0,2450.5466666666666,79.0,0.183,0.514,34.0,-26.701666666666824,-3.0,-0.009000000000000008,0.05699999999999994
Paul Reed,PHI,2023-24,600,184.0,496.80362,-312.8036193847656,312.8036193847656,278.18332,715.42395,25.0,82,1589.5016666666668,259,480,0.54,21,57,0.368,61,85,0.718,488,109,67,67,84,96,0.156,0.58,97.81,116.3,4.2,98.17,116.2,113.0,3.1,287.0,755.1633333333333,69.0,0.152,0.62,313.0,834.3383333333335,13.0,0.0040000000000000036,-0.040000000000000036
Sandro Mamukelashvili,SAS,2023-24,190,385.0,71.93028,313.06971740722656,313.06971740722656,-146.69002,290.5506,25.0,46,450.9583333333333,73,155,0.471,19,64,0.297,25,34,0.735,147,49,19,7,12,45,0.169,0.559,104.36,105.4,4.1,101.8,109.3,115.6,-6.4,263.0,659.6533333333333,43.0,0.177,0.516,-73.0,-208.695,3.0,-0.00799999999999998,0.04300000000000004
Eric Gordon,PHX,2023-24,749,266.0,580.33856,-314.33856201171875,314.33856201171875,361.71826,798.95886,35.0,68,1892.63,274,618,0.443,150,397,0.378,51,64,0.797,122,139,73,66,30,131,0.162,0.58,100.41,115.6,3.5,99.0,116.8,113.7,3.1,856.0,1965.5083333333334,69.0,0.171,0.587,-107.0,-72.87833333333333,-1.0,-0.009000000000000008,-0.007000000000000006
Kevin Love,MIA,2023-24,485,122.0,442.1639,-320.1639099121094,320.1639099121094,223.54361,660.7842,35.0,55,924.2633333333333,158,359,0.44,84,244,0.344,85,108,0.787,338,115,48,18,10,109,0.21,0.597,99.69,114.7,6.5,96.88,113.3,111.5,1.8,509.0,1239.4783333333332,62.0,0.185,0.548,-24.0,-315.2149999999999,-7.0,0.024999999999999994,0.04899999999999993
Donte DiVincenzo,NYK,2023-24,1259,723.0,1044.0933,-321.09326171875,321.09326171875,825.47296,1262.7136,27.0,81,2360.3933333333334,445,1004,0.443,283,705,0.401,86,114,0.754,297,216,113,107,36,162,0.209,0.597,97.11,117.9,3.7,95.96,117.3,112.4,4.9,678.0,1894.38,72.0,0.146,0.593,581.0,466.0133333333333,9.0,0.063,0.0040000000000000036
Max Christie,LAL,2023-24,284,749.0,426.50488,322.4951171875,322.4951171875,207.88458,645.1252,21.0,67,944.3183333333334,103,241,0.427,42,118,0.356,36,46,0.783,142,60,35,20,17,-17,0.132,0.544,104.25,109.2,-1.1,101.38,115.4,114.8,0.6,128.0,512.425,41.0,0.1,0.566,156.0,431.89333333333343,26.0,0.032,-0.02199999999999991
Luka Dončić,DAL,2023-24,2370,1408.0,1731.6436,-323.6435546875,323.6435546875,1513.0232,1950.2639,25.0,70,2624.04,804,1652,0.487,284,744,0.382,478,608,0.786,647,686,282,99,38,319,0.355,0.617,101.06,119.6,5.8,100.6,117.0,114.9,2.1,2138.0,2390.471666666667,66.0,0.368,0.609,232.0,233.56833333333316,4.0,-0.013000000000000012,0.008000000000000007
Derrick White,BOS,2023-24,1107,1248.0,920.95233,327.04766845703125,327.04766845703125,702.33203,1139.5726,29.0,73,2380.985,387,839,0.461,196,495,0.396,137,152,0.901,310,377,112,74,87,619,0.183,0.611,99.48,122.4,12.5,97.98,122.2,110.6,11.7,1017.0,2319.3283333333334,82.0,0.174,0.604,90.0,61.65666666666675,-9.0,0.009000000000000008,0.007000000000000006
Moritz Wagner,ORL,2023-24,868,386.0,713.1322,-327.1322021484375,327.1322021484375,494.5119,931.7525,27.0,80,1414.7366666666667,332,552,0.601,38,115,0.33,166,204,0.814,347,96,97,39,21,93,0.22,0.676,98.73,113.9,3.1,97.37,112.9,110.8,2.2,600.0,1109.4666666666667,57.0,0.201,0.63,268.0,305.27,23.0,0.01899999999999999,0.04600000000000004
Derrick Jones Jr.,DAL,2023-24,657,781.0,452.26855,328.7314453125,328.7314453125,233.64825,670.88885,27.0,76,1782.8566666666666,239,495,0.483,82,239,0.343,97,136,0.713,250,75,65,53,51,55,0.146,0.592,101.9,114.0,1.7,100.6,117.0,114.9,2.1,319.0,893.4083333333333,64.0,0.138,0.597,338.0,889.4483333333333,12.0,0.00799999999999998,-0.0050000000000000044
Cameron Johnson,BKN,2023-24,776,1070.0,740.43384,329.566162109375,329.566162109375,521.81354,959.05414,28.0,58,1599.0383333333334,276,619,0.446,138,353,0.391,86,109,0.789,251,138,57,49,15,-77,0.19,0.582,98.52,111.5,-3.4,97.56,112.4,115.4,-2.9,650.0,1199.815,42.0,0.202,0.617,126.0,399.22333333333336,16.0,-0.01200000000000001,-0.03500000000000003
Isaac Okoro,CLE,2023-24,647,337.0,669.6163,-332.61627197265625,332.61627197265625,450.99597,888.2366,23.0,69,1887.0566666666666,235,480,0.49,84,215,0.391,93,137,0.679,206,132,54,57,34,40,0.136,0.599,98.24,113.1,2.4,97.62,114.7,112.1,2.5,490.0,1652.5666666666666,76.0,0.117,0.614,157.0,234.49,-7.0,0.019000000000000003,-0.015000000000000013
Kyle Kuzma,WAS,2023-24,1553,964.0,1297.04,-333.0400390625,333.0400390625,1078.4197,1515.6604,28.0,70,2281.141666666667,608,1313,0.463,151,450,0.336,186,240,0.775,464,296,192,37,49,-562,0.295,0.547,103.56,109.7,-11.0,103.07,110.2,118.9,-8.7,1357.0,2238.8516666666665,64.0,0.273,0.544,196.0,42.29000000000042,6.0,0.021999999999999964,0.0030000000000000027
Ziaire Williams,MEM,2023-24,420,632.0,298.44638,333.5536193847656,333.5536193847656,79.82608,517.06665,22.0,51,1037.6816666666666,150,378,0.397,58,189,0.307,62,75,0.827,180,75,66,36,9,-247,0.192,0.511,100.4,102.5,-9.9,98.68,106.8,113.7,-6.9,210.0,560.755,37.0,0.178,0.511,210.0,476.9266666666666,14.0,0.014000000000000012,0.0
Xavier Tillman,BOS,2023-24,284,34.0,368.21042,-334.2104187011719,334.2104187011719,149.59012,586.8307,25.0,54,974.555,121,279,0.434,20,81,0.247,22,50,0.44,211,77,34,51,44,-60,0.146,0.472,99.29,106.6,-2.9,97.98,122.2,110.6,11.7,429.0,1180.1083333333333,61.0,0.136,0.621,-145.0,-205.5533333333334,-7.0,0.009999999999999981,-0.14900000000000002
Royce O'Neale,PHX,2023-24,608,680.0,344.96774,335.0322570800781,335.0322570800781,126.34744,563.588,31.0,79,1954.2416666666666,214,539,0.397,156,422,0.37,24,35,0.686,377,219,73,59,44,117,0.134,0.548,100.69,113.6,3.2,99.0,116.8,113.7,3.1,671.0,2409.235,76.0,0.136,0.538,-63.0,-454.99333333333357,3.0,-0.0020000000000000018,0.010000000000000009
Jimmy Butler III,MIA,2023-24,1246,964.0,1300.2438,-336.2437744140625,336.2437744140625,1081.6235,1518.864,34.0,60,2042.0583333333334,396,793,0.499,60,145,0.414,394,459,0.858,318,298,102,79,17,215,0.235,0.626,97.23,116.0,5.5,96.88,113.3,111.5,1.8,1466.0,2138.015,64.0,0.248,0.647,-220.0,-95.95666666666648,-4.0,-0.013000000000000012,-0.02100000000000002
Dante Exum,DAL,2023-24,428,174.0,510.3426,-336.34259033203125,336.34259033203125,291.7223,728.9629,28.0,55,1087.6216666666667,161,302,0.533,53,108,0.491,53,68,0.779,149,157,49,22,5,239,0.148,0.645,101.9,120.7,10.3,100.6,117.0,114.9,2.1,23.0,116.14833333333333,6.0,0.119,0.428,405.0,971.4733333333334,49.0,0.028999999999999998,0.21700000000000003
Kristaps Porziņģis,BOS,2023-24,1145,818.0,1157.415,-339.4150390625,339.4150390625,938.79474,1376.0354,28.0,57,1689.9483333333333,388,752,0.516,110,293,0.375,259,302,0.858,409,115,89,42,111,417,0.247,0.647,100.55,120.8,11.2,97.98,122.2,110.6,11.7,1505.0,2119.5116666666668,65.0,0.272,0.627,-360.0,-429.5633333333335,-8.0,-0.025000000000000022,0.020000000000000018
Marvin Bagley III,WAS,2023-24,583,136.0,476.12732,-340.1273193359375,340.1273193359375,257.50702,694.7476,25.0,50,1053.3516666666667,239,408,0.586,9,23,0.391,96,126,0.762,312,55,59,20,33,-137,0.204,0.629,102.87,109.5,-6.0,103.07,110.2,118.9,-8.7,504.0,990.455,42.0,0.202,0.587,79.0,62.89666666666665,8.0,0.001999999999999974,0.04200000000000004
Naji Marshall,NOP,2023-24,466,914.0,573.3777,340.622314453125,340.622314453125,354.7574,791.998,26.0,66,1257.1233333333332,170,367,0.463,58,150,0.387,68,86,0.791,240,128,65,49,12,205,0.158,0.576,100.71,115.4,8.7,98.7,116.5,111.9,4.6,698.0,1792.0366666666666,77.0,0.172,0.539,-232.0,-534.9133333333334,-11.0,-0.013999999999999985,0.03699999999999992
Cole Anthony,ORL,2023-24,937,630.0,972.067,-342.0670166015625,342.0670166015625,753.4467,1190.6873,24.0,81,1817.3116666666667,332,763,0.435,93,275,0.338,180,218,0.826,311,236,126,64,37,110,0.232,0.545,97.46,112.6,2.6,97.37,112.9,110.8,2.2,781.0,1551.76,60.0,0.209,0.57,156.0,265.55166666666673,21.0,0.02300000000000002,-0.02499999999999991
Dario Saric,GSW,2023-24,515,56.0,400.6336,-344.63360595703125,344.63360595703125,182.0133,619.2539,30.0,64,1097.7516666666668,181,388,0.466,74,197,0.376,79,93,0.849,283,144,78,31,10,-21,0.19,0.6,100.0,113.7,-1.6,99.91,116.9,114.5,2.4,362.0,805.9533333333334,57.0,0.186,0.583,153.0,291.7983333333334,7.0,0.0040000000000000036,0.017000000000000015
De'Aaron Fox,SAC,2023-24,1966,1459.0,1807.7639,-348.763916015625,348.763916015625,1589.1436,2026.3843,26.0,74,2658.7633333333333,720,1549,0.465,214,580,0.369,312,423,0.738,340,418,194,150,31,233,0.3,0.567,101.7,116.6,4.3,99.46,116.2,114.4,1.8,1826.0,2435.241666666667,73.0,0.288,0.599,140.0,223.52166666666653,1.0,0.01200000000000001,-0.03200000000000003
Lonnie Walker IV,BKN,2023-24,565,247.0,596.0745,-349.07452392578125,349.07452392578125,377.45422,814.6948,25.0,58,1011.14,208,492,0.423,104,271,0.384,45,59,0.763,127,74,51,32,20,5,0.235,0.545,100.24,111.3,-0.6,97.56,112.4,115.4,-2.9,654.0,1297.0366666666666,56.0,0.198,0.57,-89.0,-285.89666666666665,2.0,0.03699999999999998,-0.02499999999999991
Ayo Dosunmu,CHI,2023-24,924,566.0,916.08167,-350.0816650390625,350.0816650390625,697.46136,1134.7019,24.0,76,2212.4683333333332,360,719,0.501,119,295,0.403,85,105,0.81,216,242,103,68,36,-158,0.168,0.604,98.13,111.6,-3.3,96.94,114.0,115.7,-1.7,687.0,2097.616666666667,80.0,0.145,0.567,237.0,114.85166666666646,-4.0,0.02300000000000002,0.03700000000000003
Johnny Juzang,UTA,2023-24,144,571.0,204.65567,366.3443298339844,366.3443298339844,-13.96463,423.27597,23.0,20,371.80333333333334,51,110,0.464,32,77,0.416,10,14,0.714,36,23,13,4,2,-8,0.147,0.62,96.5,114.3,-1.8,100.26,114.5,119.6,-5.1,87.0,232.25,18.0,0.187,0.411,57.0,139.55333333333334,2.0,-0.04000000000000001,0.20900000000000002
Bobby Portis,MIL,2023-24,1130,680.0,1048.8658,-368.8658447265625,368.8658447265625,830.24554,1267.4861,29.0,82,2008.1666666666667,466,918,0.508,100,246,0.407,98,124,0.79,607,104,91,68,34,-5,0.224,0.581,100.49,115.9,-0.1,100.51,117.6,115.0,2.6,987.0,1818.4316666666666,70.0,0.211,0.575,143.0,189.73500000000013,12.0,0.013000000000000012,0.006000000000000005
Ochai Agbaji,TOR,2023-24,455,667.0,297.03943,369.9605712890625,369.9605712890625,78.41913,515.6597,24.0,78,1641.6116666666667,178,433,0.411,62,211,0.294,37,56,0.661,216,83,64,47,44,-250,0.131,0.497,101.56,110.1,-7.1,99.91,111.8,118.1,-6.3,467.0,1209.2066666666667,59.0,0.154,0.561,-12.0,432.405,19.0,-0.022999999999999993,-0.06400000000000006
Russell Westbrook,LAC,2023-24,754,994.0,623.94867,370.05133056640625,370.05133056640625,405.32837,842.569,35.0,68,1528.8166666666666,301,663,0.454,42,154,0.273,110,160,0.688,343,306,144,74,23,104,0.239,0.514,102.17,116.5,3.7,97.93,117.9,114.6,3.4,1159.0,2125.826666666667,73.0,0.266,0.513,-405.0,-597.0100000000002,-5.0,-0.027000000000000024,0.0010000000000000009
Aaron Wiggins,OKC,2023-24,542,914.0,543.64624,370.353759765625,370.353759765625,325.02594,762.26654,25.0,78,1227.9383333333333,212,377,0.562,62,126,0.492,56,71,0.789,186,86,56,56,19,94,0.163,0.664,100.83,115.6,5.7,100.85,118.3,111.0,7.3,479.0,1297.4366666666667,70.0,0.143,0.607,63.0,-69.49833333333345,8.0,0.020000000000000018,0.05700000000000005
Tyus Jones,WAS,2023-24,790,829.0,452.41364,376.58636474609375,376.58636474609375,233.79333,671.03394,28.0,66,1932.6666666666667,326,666,0.489,106,256,0.414,32,40,0.8,179,485,66,71,18,-497,0.161,0.578,104.37,110.6,-11.9,103.07,110.2,118.9,-8.7,822.0,1939.4233333333334,80.0,0.175,0.546,-32.0,-6.756666666666661,-14.0,-0.013999999999999985,0.03199999999999992
Isaiah Jackson,IND,2023-24,383,35.0,414.2347,-379.2347106933594,379.2347106933594,195.61441,632.855,22.0,60,770.905,155,233,0.665,0,4,0.0,73,102,0.716,238,50,39,34,61,29,0.165,0.689,104.64,114.5,2.7,102.16,120.5,117.6,2.9,455.0,1042.2933333333333,63.0,0.165,0.595,-72.0,-271.3883333333333,-3.0,0.0,0.09399999999999997
De'Anthony Melton,PHI,2023-24,421,62.0,443.80026,-381.8002624511719,381.8002624511719,225.17996,662.42053,26.0,38,1023.3316666666667,139,360,0.386,77,214,0.36,66,79,0.835,141,114,39,60,16,218,0.177,0.533,101.13,122.0,10.0,98.17,116.2,113.0,3.1,780.0,2149.826666666667,77.0,0.162,0.566,-359.0,-1126.4950000000001,-39.0,0.014999999999999986,-0.03299999999999992
Nikola Jokić,DEN,2023-24,2085,2071.0,1687.5936,383.4063720703125,383.4063720703125,1468.9734,1906.2139,29.0,79,2736.5333333333333,822,1411,0.583,83,231,0.359,358,438,0.817,976,708,237,108,68,682,0.288,0.65,98.05,122.4,11.8,97.43,117.8,112.3,5.5,1690.0,2323.0066666666667,69.0,0.263,0.701,395.0,413.52666666666664,10.0,0.024999999999999967,-0.050999999999999934
Amir Coffey,LAC,2023-24,463,696.0,303.2228,392.7771911621094,392.7771911621094,84.60251,521.84314,27.0,70,1460.5966666666666,166,352,0.472,70,184,0.38,61,71,0.859,148,76,33,41,14,-92,0.119,0.604,100.74,114.6,-3.4,97.93,117.9,114.6,3.4,172.0,625.2766666666666,50.0,0.128,0.498,291.0,835.3199999999999,20.0,-0.009000000000000008,0.10599999999999998
Terry Rozier,MIA,2023-24,1205,679.0,1072.46,-393.4599609375,393.4599609375,853.83966,1291.0803,30.0,61,2040.3816666666667,442,998,0.443,149,410,0.363,172,198,0.869,247,342,106,63,21,-292,0.253,0.555,98.41,110.2,-7.0,96.88,113.3,111.5,1.8,1329.0,2220.9266666666667,63.0,0.262,0.517,-124.0,-180.54500000000007,-2.0,-0.009000000000000008,0.038000000000000034
Aaron Nesmith,IND,2023-24,877,541.0,941.8619,-400.86187744140625,400.86187744140625,723.2416,1160.4822,24.0,72,1994.655,315,635,0.496,140,334,0.419,107,137,0.781,275,108,64,65,49,161,0.158,0.631,102.47,119.3,4.3,102.16,120.5,117.6,2.9,738.0,1816.4033333333334,73.0,0.168,0.566,139.0,178.25166666666655,-1.0,-0.010000000000000009,0.06500000000000006
Bogdan Bogdanović,ATL,2023-24,1333,583.0,987.1943,-404.19427490234375,404.19427490234375,768.574,1205.8146,31.0,79,2401.4083333333333,471,1100,0.428,240,641,0.374,151,164,0.921,272,247,112,96,26,127,0.218,0.569,101.32,116.3,1.9,100.84,116.4,118.4,-2.0,756.0,1508.6083333333333,54.0,0.196,0.586,577.0,892.8,25.0,0.021999999999999992,-0.017000000000000015
Deandre Ayton,POR,2023-24,920,576.0,983.06354,-407.06353759765625,407.06353759765625,764.44324,1201.6838,25.0,55,1783.4983333333332,427,749,0.57,1,10,0.1,65,79,0.823,609,90,99,56,42,-318,0.211,0.587,97.76,106.6,-8.7,97.88,107.6,116.6,-9.0,1203.0,2035.3366666666666,67.0,0.231,0.617,-283.0,-251.83833333333337,-12.0,-0.020000000000000018,-0.030000000000000027
Vince Williams Jr.,MEM,2023-24,521,179.0,588.30383,-409.3038330078125,409.3038330078125,369.68353,806.92413,23.0,52,1436.53,169,379,0.446,79,209,0.378,104,130,0.8,290,175,92,47,34,-91,0.155,0.597,99.07,108.4,-3.0,98.68,106.8,113.7,-6.9,30.0,104.59,15.0,0.176,0.367,491.0,1331.94,37.0,-0.02099999999999999,0.22999999999999998
Darius Garland,CLE,2023-24,1028,1544.0,1129.2762,414.7237548828125,414.7237548828125,910.65594,1347.8965,24.0,57,1900.4383333333333,375,841,0.446,132,356,0.371,146,175,0.834,152,373,176,74,7,112,0.249,0.56,98.02,113.5,2.1,97.62,114.7,112.1,2.5,1490.0,2447.15,69.0,0.262,0.587,-462.0,-546.7116666666668,-12.0,-0.013000000000000012,-0.026999999999999913
Jerami Grant,POR,2023-24,1132,677.0,1110.9033,-433.9033203125,433.9033203125,892.283,1329.5237,30.0,54,1830.1866666666667,383,850,0.451,111,276,0.402,255,312,0.817,191,152,116,45,34,-351,0.255,0.573,98.26,107.8,-9.6,97.88,107.6,116.6,-9.0,1290.0,2245.525,63.0,0.227,0.606,-158.0,-415.33833333333337,-9.0,0.027999999999999997,-0.03300000000000003
Malaki Branham,SAS,2023-24,690,235.0,689.02527,-454.0252685546875,454.0252685546875,470.40497,907.64557,21.0,75,1594.3266666666666,271,628,0.432,93,268,0.347,55,63,0.873,148,156,91,27,8,-373,0.192,0.526,103.72,105.9,-11.1,101.8,109.3,115.6,-6.4,673.0,1549.5966666666666,66.0,0.188,0.524,17.0,44.73000000000002,9.0,0.0040000000000000036,0.0020000000000000018
Tre Jones,SAS,2023-24,771,330.0,797.0875,-467.0875244140625,467.0875244140625,578.4672,1015.7078,24.0,77,2138.18,303,600,0.505,64,191,0.335,101,118,0.856,289,478,116,78,9,-22,0.149,0.591,102.72,110.9,-0.9,101.8,109.3,115.6,-6.4,875.0,1983.7383333333332,68.0,0.189,0.534,-104.0,154.4416666666666,9.0,-0.04000000000000001,0.05699999999999994
Malik Beasley,MIL,2023-24,889,1336.0,866.4163,469.58367919921875,469.58367919921875,647.796,1085.0366,27.0,79,2337.3716666666664,320,722,0.443,224,542,0.413,25,35,0.714,290,108,54,59,9,291,0.142,0.603,102.26,118.3,5.8,100.51,117.6,115.0,2.6,1025.0,2093.085,81.0,0.207,0.531,-136.0,244.2866666666664,-2.0,-0.065,0.07199999999999995
Malcolm Brogdon,POR,2023-24,613,305.0,785.1677,-480.167724609375,480.167724609375,566.5474,1003.788,31.0,39,1120.8166666666666,218,496,0.44,82,199,0.412,95,116,0.819,148,214,60,27,8,-81,0.226,0.56,99.51,110.7,-3.7,97.88,107.6,116.6,-9.0,1000.0,1743.815,67.0,0.223,0.615,-387.0,-622.9983333333334,-28.0,0.0030000000000000027,-0.05499999999999994
Payton Pritchard,BOS,2023-24,787,1144.0,651.53705,492.46295166015625,492.46295166015625,432.91675,870.15735,26.0,82,1825.7333333333333,297,635,0.468,147,382,0.385,46,56,0.821,265,281,61,39,6,449,0.168,0.597,97.16,122.8,13.6,97.98,122.2,110.6,11.7,270.0,642.7766666666666,48.0,0.193,0.536,517.0,1182.9566666666667,34.0,-0.024999999999999994,0.06099999999999994
Paolo Banchero,ORL,2023-24,1804,1191.0,1686.0013,-495.0013427734375,495.0013427734375,1467.3811,1904.6216,21.0,80,2798.701666666667,640,1407,0.455,119,351,0.339,405,559,0.725,554,431,247,71,47,1,0.292,0.546,98.2,111.9,0.0,97.37,112.9,110.8,2.2,1437.0,2429.7233333333334,72.0,0.272,0.529,367.0,368.97833333333347,8.0,0.019999999999999962,0.017000000000000015
Karl-Anthony Towns,MIN,2023-24,1349,1759.0,1259.1149,499.8851318359375,499.8851318359375,1040.4946,1477.7351,28.0,62,2025.565,479,951,0.504,136,327,0.416,255,292,0.873,515,189,177,43,41,321,0.268,0.625,98.37,116.3,7.2,97.79,114.6,108.4,6.3,602.0,957.05,29.0,0.25,0.618,747.0,1068.515,33.0,0.018000000000000016,0.007000000000000006
D'Angelo Russell,LAL,2023-24,1369,732.0,1236.0398,-504.039794921875,504.039794921875,1017.4195,1454.6602,28.0,76,2484.1283333333336,492,1080,0.456,226,545,0.415,159,192,0.828,236,482,156,69,36,184,0.222,0.588,102.97,116.5,2.6,101.38,115.4,114.8,0.6,1263.0,2304.096666666667,71.0,0.225,0.605,106.0,180.03166666666675,5.0,-0.0030000000000000027,-0.017000000000000015
Onyeka Okongwu,ATL,2023-24,561,988.0,480.5449,507.4551086425781,507.4551086425781,261.9246,699.16516,23.0,55,1404.7366666666667,223,365,0.611,23,69,0.333,92,116,0.793,376,74,45,26,60,-34,0.134,0.674,103.28,118.1,-0.9,100.84,116.4,118.4,-2.0,791.0,1848.555,80.0,0.15,0.678,-230.0,-443.8183333333334,-25.0,-0.015999999999999986,-0.0040000000000000036
