PLAYER_NAME,TEAM_ABBREVIATION,SEASON,PTS,NEXT_SEASON_PTS,PREDICTED_NEXT_SEASON_PTS,ERROR,ABS_ERROR,LOWER_CONFIDENCE_RANGE,UPPER_CONFIDENCE_RANGE,AGE,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,REB,AST,TOV,STL,BLK,PLUS_MINUS,USG_PCT,TS_PCT,PACE,OFF_RATING,NET_RATING,TEAM_PACE,TEAM_OFF_RATING,TEAM_DEF_RATING,TEAM_NET_RATING,PTS_LAST_YEAR,MIN_LAST_YEAR,GP_LAST_YEAR,USG_LAST_YEAR,TS_LAST_YEAR,PTS_CHANGE,MIN_CHANGE,GP_CHANGE,USG_CHANGE,TS_CHANGE
Justin Minaya,POR,2023-24,61,18.0,126.47707,-108.4770736694336,108.4770736694336,-92.14323,345.09738,25.0,34,380.98333333333335,22,74,0.297,12,49,0.245,5,9,0.556,56,21,9,9,10,-81,0.093,0.391,97.64,99.9,-8.6,97.88,107.6,116.6,-9.0,17.0,88.85,4.0,0.123,0.363,44.0,292.1333333333333,30.0,-0.03,0.028000000000000025
Bradley Beal,PHX,2023-24,964,902.0,1011.0523,-109.05230712890625,109.05230712890625,792.432,1229.6726,31.0,53,1766.7333333333333,377,735,0.513,101,235,0.43,109,134,0.813,232,265,131,52,27,107,0.224,0.607,100.08,116.2,3.0,99.0,116.8,113.7,3.1,1160.0,1672.9333333333334,50.0,0.288,0.593,-196.0,93.79999999999995,3.0,-0.06399999999999997,0.014000000000000012
Patrick Baldwin Jr.,WAS,2023-24,168,53.0,162.10457,-109.10456848144531,109.10456848144531,-56.51573,380.72485,21.0,38,493.5083333333333,59,155,0.381,31,97,0.32,19,28,0.679,123,29,19,18,15,-23,0.153,0.502,104.75,108.4,-2.5,103.07,110.2,118.9,-8.7,122.0,225.845,31.0,0.227,0.546,46.0,267.6633333333333,7.0,-0.07400000000000001,-0.04400000000000004
Nickeil Alexander-Walker,MIN,2023-24,655,773.0,663.29144,109.70855712890625,109.70855712890625,444.67114,881.91174,25.0,82,1920.9183333333333,236,538,0.439,131,335,0.391,52,65,0.8,167,204,76,64,42,312,0.143,0.578,99.98,113.1,7.6,97.79,114.6,108.4,6.3,363.0,883.885,59.0,0.177,0.565,292.0,1037.0333333333333,23.0,-0.034,0.013000000000000012
Matt Ryan,NOP,2023-24,152,28.0,137.90936,-109.90936279296875,109.90936279296875,-80.71094,356.52966,27.0,28,390.385,49,113,0.434,41,91,0.451,13,14,0.929,40,18,19,6,1,13,0.144,0.638,103.84,107.9,1.4,98.7,116.5,111.9,4.6,122.0,310.1816666666667,34.0,0.157,0.538,30.0,80.20333333333332,-6.0,-0.013000000000000012,0.09999999999999998
Luguentz Dort,OKC,2023-24,860,719.0,830.04285,-111.0428466796875,111.0428466796875,611.42255,1048.6631,25.0,79,2245.971666666667,288,657,0.438,156,396,0.394,128,155,0.826,284,113,74,71,47,347,0.152,0.593,101.99,119.9,7.8,100.85,118.3,111.0,7.3,1013.0,2272.3566666666666,74.0,0.194,0.513,-153.0,-26.384999999999764,5.0,-0.04200000000000001,0.07999999999999996
Andre Drummond,CHI,2023-24,663,293.0,404.9008,-111.90078735351562,111.90078735351562,186.28049,623.5211,30.0,79,1351.2516666666668,267,480,0.556,0,3,0.0,129,218,0.592,708,37,81,73,48,26,0.201,0.576,97.97,114.1,0.8,96.94,114.0,115.7,-1.7,399.0,849.1383333333333,67.0,0.196,0.606,264.0,502.11333333333346,12.0,0.0050000000000000044,-0.030000000000000027
Dennis Schröder,BKN,2023-24,1122,980.0,864.35443,115.64556884765625,115.64556884765625,645.73413,1082.9747,30.0,80,2485.945,403,927,0.435,138,368,0.375,178,213,0.836,242,488,153,63,17,-126,0.202,0.55,98.44,112.6,-2.8,97.56,112.4,115.4,-2.9,830.0,1985.945,66.0,0.183,0.545,292.0,500.0000000000002,14.0,0.019000000000000017,0.0050000000000000044
MarJon Beauchamp,MIL,2023-24,211,79.0,194.80803,-115.80802917480469,115.80802917480469,-23.812271,413.42834,23.0,48,607.6883333333334,81,166,0.488,30,75,0.4,19,28,0.679,99,31,27,13,7,-12,0.141,0.592,103.51,113.5,-1.0,100.51,117.6,115.0,2.6,266.0,701.3816666666667,52.0,0.175,0.513,-55.0,-93.69333333333327,-4.0,-0.034,0.07899999999999996
KJ Martin,PHI,2023-24,224,274.0,390.34842,-116.34841918945312,116.34841918945312,171.72812,608.96875,23.0,60,746.495,97,181,0.536,8,28,0.286,22,41,0.537,131,51,32,22,12,-7,0.127,0.563,101.37,110.7,0.2,98.17,116.2,113.0,3.1,1039.0,2292.1583333333333,82.0,0.16,0.635,-815.0,-1545.6633333333334,-22.0,-0.033,-0.07200000000000006
Jaylen Brown,BOS,2023-24,1610,1398.0,1515.1328,-117.1328125,117.1328125,1296.5125,1733.7532,27.0,70,2342.5216666666665,627,1256,0.499,145,410,0.354,211,300,0.703,387,249,166,83,37,413,0.283,0.58,99.94,120.2,8.7,97.98,122.2,110.6,11.7,1784.0,2404.9183333333335,67.0,0.307,0.581,-174.0,-62.39666666666699,3.0,-0.02400000000000002,-0.0010000000000000009
Coby White,CHI,2023-24,1509,1509.0,1390.5331,118.4669189453125,118.4669189453125,1171.9128,1609.1533,24.0,79,2881.3566666666666,541,1209,0.447,209,556,0.376,218,260,0.838,358,405,166,53,18,-35,0.224,0.57,97.52,115.0,-0.7,96.94,114.0,115.7,-1.7,715.0,1730.2283333333332,74.0,0.17,0.572,794.0,1151.1283333333333,5.0,0.05399999999999999,-0.0020000000000000018
Simone Fontecchio,DET,2023-24,692,446.0,565.96704,-119.967041015625,119.967041015625,347.34674,784.58734,28.0,66,1643.8933333333334,252,548,0.46,134,334,0.401,54,66,0.818,246,101,68,44,23,-27,0.159,0.6,102.49,113.0,-1.5,100.45,109.0,118.0,-9.0,328.0,765.8116666666666,52.0,0.192,0.495,364.0,878.0816666666668,14.0,-0.033,0.10499999999999998
Andrew Nembhard,IND,2023-24,626,653.0,773.91754,-120.91754150390625,120.91754150390625,555.29724,992.53784,24.0,68,1696.685,260,522,0.498,61,171,0.357,45,56,0.804,141,280,101,63,6,65,0.161,0.573,101.82,116.1,2.2,102.16,120.5,117.6,2.9,709.0,2073.5316666666668,75.0,0.159,0.528,-83.0,-376.8466666666668,-7.0,0.0020000000000000018,0.04499999999999993
Ousmane Dieng,OKC,2023-24,133,142.0,265.4267,-123.42669677734375,123.42669677734375,46.806396,484.047,21.0,33,364.9533333333333,49,116,0.422,21,70,0.3,14,16,0.875,51,37,19,8,5,1,0.167,0.54,100.42,110.1,1.1,100.85,118.3,111.0,7.3,193.0,568.71,39.0,0.154,0.505,-60.0,-203.75666666666672,-6.0,0.013000000000000012,0.03500000000000003
Trendon Watford,BKN,2023-24,432,450.0,575.05835,-125.058349609375,125.058349609375,356.43805,793.67865,23.0,63,856.52,164,311,0.527,27,68,0.397,77,97,0.794,194,81,63,23,19,-73,0.203,0.611,98.86,109.0,-3.8,97.56,112.4,115.4,-2.9,459.0,1181.6083333333333,62.0,0.158,0.625,-27.0,-325.08833333333337,1.0,0.04500000000000001,-0.014000000000000012
Jericho Sims,NYK,2023-24,92,98.0,225.15079,-127.15078735351562,127.15078735351562,6.530487,443.7711,25.0,45,584.7833333333333,38,55,0.691,0,0,0.0,16,24,0.667,147,25,16,8,19,-10,0.06,0.702,93.66,109.0,-0.7,95.96,117.3,112.4,4.9,178.0,812.4033333333333,52.0,0.074,0.78,-86.0,-227.62,-7.0,-0.013999999999999999,-0.07800000000000007
AJ Green,MIL,2023-24,252,541.0,410.7216,130.27841186523438,130.27841186523438,192.10129,629.3419,24.0,56,614.2816666666666,83,196,0.423,69,169,0.408,17,19,0.895,64,30,12,9,4,50,0.15,0.617,98.96,114.0,3.5,100.51,117.6,115.0,2.6,154.0,344.95,35.0,0.159,0.607,98.0,269.33166666666665,21.0,-0.009000000000000008,0.010000000000000009
Jrue Holiday,BOS,2023-24,860,686.0,816.3511,-130.35107421875,130.35107421875,597.7308,1034.9714,34.0,69,2263.278333333333,331,689,0.48,138,322,0.429,60,72,0.833,373,333,124,61,53,427,0.161,0.597,98.91,120.6,9.7,97.98,122.2,110.6,11.7,1290.0,2182.54,67.0,0.244,0.586,-430.0,80.73833333333323,2.0,-0.08299999999999999,0.01100000000000001
Draymond Green,GSW,2023-24,475,613.0,482.04968,130.9503173828125,130.9503173828125,263.42938,700.67,34.0,55,1490.1833333333334,185,372,0.497,51,129,0.395,54,74,0.73,398,332,135,55,47,171,0.148,0.587,103.22,115.6,4.9,99.91,116.9,114.5,2.4,617.0,2297.635,73.0,0.129,0.592,-142.0,-807.4516666666668,-18.0,0.01899999999999999,-0.0050000000000000044
Doug McDermott,IND,2023-24,351,147.0,278.36407,-131.36407470703125,131.36407470703125,59.743774,496.98438,32.0,64,904.4783333333334,123,284,0.433,94,229,0.41,11,19,0.579,59,70,28,16,2,-143,0.144,0.6,103.67,111.6,-9.3,102.16,120.5,117.6,2.9,654.0,1314.2016666666666,64.0,0.186,0.59,-303.0,-409.72333333333324,0.0,-0.04200000000000001,0.010000000000000009
P.J. Tucker,LAC,2023-24,52,9.0,141.78864,-132.78863525390625,132.78863525390625,-76.831665,360.40894,39.0,31,486.31333333333333,18,50,0.36,13,35,0.371,3,3,1.0,85,16,8,16,7,-24,0.052,0.507,98.41,112.4,-1.3,97.93,117.9,114.6,3.4,266.0,1920.055,75.0,0.066,0.566,-214.0,-1433.7416666666668,-44.0,-0.014000000000000005,-0.05899999999999994
Stanley Umude,DET,2023-24,127,15.0,148.59991,-133.59991455078125,133.59991455078125,-70.020386,367.2202,25.0,24,307.12166666666667,37,84,0.44,24,53,0.453,29,32,0.906,51,11,14,8,7,-75,0.15,0.647,103.78,104.1,-9.7,100.45,109.0,118.0,-9.0,2.0,2.1166666666666667,1.0,0.5,0.532,125.0,305.005,23.0,-0.35,0.11499999999999999
Clint Capela,ATL,2023-24,836,488.0,622.66693,-134.66693115234375,134.66693115234375,404.04663,841.28723,30.0,73,1883.0866666666666,353,618,0.571,0,1,0.0,130,206,0.631,776,91,74,43,106,-17,0.167,0.59,101.78,115.5,-0.1,100.84,116.4,118.4,-2.0,779.0,1730.0833333333333,65.0,0.151,0.656,57.0,153.00333333333333,8.0,0.016000000000000014,-0.06600000000000006
Jeff Green,HOU,2023-24,509,172.0,306.87766,-134.87765502929688,134.87765502929688,88.257355,525.4979,37.0,78,1307.3383333333334,167,366,0.456,53,160,0.331,122,149,0.819,178,70,46,16,31,-77,0.152,0.59,100.77,109.7,-2.9,99.59,113.7,112.8,0.9,437.0,1091.1166666666666,56.0,0.167,0.576,72.0,216.2216666666668,22.0,-0.015000000000000013,0.014000000000000012
Rudy Gobert,MIN,2023-24,1061,866.0,1001.0004,-135.00042724609375,135.00042724609375,782.3801,1219.6207,32.0,76,2593.1133333333332,406,614,0.661,0,3,0.0,249,390,0.638,982,102,118,52,162,411,0.152,0.675,97.22,114.6,8.0,97.79,114.6,108.4,6.3,939.0,2148.483333333333,70.0,0.161,0.675,122.0,444.6300000000001,6.0,-0.009000000000000008,0.0
Keldon Johnson,SAS,2023-24,1084,979.0,1114.9844,-135.984375,135.984375,896.3641,1333.6047,24.0,69,2038.3616666666667,391,862,0.454,127,367,0.346,175,221,0.792,377,195,100,51,20,-347,0.212,0.565,103.68,108.5,-7.7,101.8,109.3,115.6,-6.4,1385.0,2063.3316666666665,63.0,0.273,0.551,-301.0,-24.9699999999998,6.0,-0.061000000000000026,0.013999999999999901
Jalen Smith,IND,2023-24,601,524.0,661.3554,-137.35540771484375,137.35540771484375,442.7351,879.9757,24.0,61,1046.625,234,395,0.592,61,144,0.424,72,104,0.692,337,63,44,17,38,-13,0.187,0.682,102.98,119.5,1.0,102.16,120.5,117.6,2.9,642.0,1278.825,68.0,0.201,0.565,-41.0,-232.20000000000005,-7.0,-0.014000000000000012,0.1170000000000001
Dominick Barlow,SAS,2023-24,144,148.0,287.22723,-139.22723388671875,139.22723388671875,68.60693,505.84753,21.0,33,419.54,56,113,0.496,3,9,0.333,29,42,0.69,113,36,9,12,14,-32,0.139,0.548,101.2,113.3,-4.5,101.8,109.3,115.6,-6.4,110.0,407.565,28.0,0.107,0.567,34.0,11.975000000000023,5.0,0.032000000000000015,-0.018999999999999906
Kelly Olynyk,TOR,2023-24,762,384.0,523.8896,-139.88958740234375,139.88958740234375,305.2693,742.5099,33.0,78,1758.73,276,497,0.555,60,155,0.387,150,180,0.833,411,347,152,74,30,-262,0.171,0.661,102.01,111.7,-7.3,99.91,111.8,118.1,-6.3,847.0,1941.5933333333332,68.0,0.176,0.643,-85.0,-182.86333333333323,10.0,-0.004999999999999977,0.018000000000000016
Aaron Holiday,HOU,2023-24,514,340.0,480.98062,-140.98062133789062,140.98062133789062,262.36032,699.60095,27.0,78,1269.2966666666666,186,417,0.446,84,217,0.387,58,63,0.921,123,140,53,42,6,85,0.158,0.578,102.24,110.5,2.9,99.59,113.7,112.8,0.9,247.0,845.2566666666667,63.0,0.129,0.528,267.0,424.03999999999996,15.0,0.028999999999999998,0.04999999999999993
Corey Kispert,WAS,2023-24,1070,705.0,846.8016,-141.80157470703125,141.80157470703125,628.1813,1065.4219,25.0,80,2067.435,386,794,0.486,184,480,0.383,114,157,0.726,225,157,98,42,16,-445,0.191,0.62,103.61,108.7,-10.7,103.07,110.2,118.9,-8.7,820.0,2093.29,74.0,0.139,0.657,250.0,-25.855000000000018,6.0,0.05199999999999999,-0.03700000000000003
Kenrich Williams,OKC,2023-24,325,436.0,293.8238,142.17620849609375,142.17620849609375,75.20349,512.4441,29.0,69,1029.0066666666667,131,280,0.468,56,141,0.397,7,14,0.5,209,93,32,38,9,152,0.132,0.568,101.18,115.2,8.4,100.85,118.3,111.0,7.3,425.0,1205.9816666666666,53.0,0.134,0.585,-100.0,-176.9749999999999,16.0,-0.0020000000000000018,-0.017000000000000015
Kevin Huerter,SAC,2023-24,655,681.0,824.5951,-143.5950927734375,143.5950927734375,605.9748,1043.2153,25.0,64,1562.2266666666667,248,560,0.443,123,341,0.361,36,47,0.766,224,166,53,45,23,75,0.173,0.564,101.06,117.5,2.5,99.46,116.2,114.4,1.8,1140.0,2202.7766666666666,75.0,0.197,0.617,-485.0,-640.55,-11.0,-0.02400000000000002,-0.05300000000000005
David Roddy,PHX,2023-24,425,153.0,297.33444,-144.33444213867188,144.33444213867188,78.71414,515.9547,23.0,65,1176.9816666666666,165,409,0.403,48,164,0.293,47,68,0.691,211,80,57,27,11,-225,0.177,0.484,101.1,104.3,-9.3,99.0,116.8,113.7,3.1,466.0,1258.5016666666668,70.0,0.163,0.519,-41.0,-81.52000000000021,-5.0,0.013999999999999985,-0.03500000000000003
Jalen Duren,DET,2023-24,841,918.0,769.50757,148.492431640625,148.492431640625,550.88727,988.12787,20.0,61,1777.4816666666666,349,564,0.619,0,4,0.0,143,181,0.79,709,147,129,33,47,-311,0.181,0.653,101.02,109.3,-7.6,100.45,109.0,118.0,-9.0,612.0,1670.145,67.0,0.139,0.655,229.0,107.33666666666659,-6.0,0.04199999999999998,-0.0020000000000000018
Alex Caruso,CHI,2023-24,715,382.0,532.27905,-150.279052734375,150.279052734375,313.65875,750.89935,30.0,71,2040.3433333333332,253,541,0.468,136,333,0.408,73,96,0.76,273,247,102,120,70,4,0.146,0.613,99.21,110.9,0.3,96.94,114.0,115.7,-1.7,374.0,1575.3766666666668,67.0,0.109,0.588,341.0,464.96666666666647,4.0,0.03699999999999999,0.025000000000000022
Jayson Tatum,BOS,2023-24,1987,1932.0,1781.4269,150.5731201171875,150.5731201171875,1562.8066,2000.0471,26.0,74,2645.213333333333,672,1426,0.471,229,609,0.376,414,497,0.833,601,364,188,75,43,608,0.296,0.604,98.64,121.7,11.2,97.98,122.2,110.6,11.7,2225.0,2732.1966666666667,74.0,0.319,0.607,-238.0,-86.98333333333358,0.0,-0.02300000000000002,-0.0030000000000000027
Landry Shamet,WAS,2023-24,327,286.0,135.25433,150.74566650390625,150.74566650390625,-83.36597,353.87463,27.0,46,726.4966666666667,118,274,0.431,53,157,0.338,38,46,0.826,62,54,30,25,10,-149,0.181,0.556,103.63,109.3,-9.9,103.07,110.2,118.9,-8.7,346.0,806.91,40.0,0.186,0.537,-19.0,-80.4133333333333,6.0,-0.0050000000000000044,0.019000000000000017
Dwight Powell,DAL,2023-24,208,114.0,264.96628,-150.96627807617188,150.96627807617188,46.345978,483.58658,32.0,63,836.3033333333333,72,106,0.679,1,3,0.333,63,89,0.708,214,84,32,26,20,3,0.087,0.716,102.57,114.7,0.3,100.6,117.0,114.9,2.1,506.0,1457.935,76.0,0.123,0.738,-298.0,-621.6316666666667,-13.0,-0.036000000000000004,-0.02200000000000002
Bryce McGowens,CHA,2023-24,302,13.0,165.14873,-152.1487274169922,152.1487274169922,-53.471573,383.76904,21.0,59,881.595,101,230,0.439,34,102,0.333,66,85,0.776,102,51,30,21,10,-229,0.147,0.565,99.37,103.3,-13.0,97.81,108.6,119.2,-10.6,246.0,786.9966666666667,46.0,0.147,0.519,56.0,94.59833333333336,13.0,0.0,0.04599999999999993
Josh Richardson,MIA,2023-24,425,32.0,184.36478,-152.36477661132812,152.36477661132812,-34.255524,402.98508,30.0,43,1102.83,154,347,0.444,66,190,0.347,51,54,0.944,121,105,36,24,14,-107,0.159,0.573,98.56,108.7,-5.0,96.88,113.3,111.5,1.8,654.0,1529.6016666666667,65.0,0.18,0.555,-229.0,-426.77166666666676,-22.0,-0.02099999999999999,0.017999999999999905
Chris Duarte,SAC,2023-24,230,36.0,188.38136,-152.38136291503906,152.38136291503906,-30.238937,407.00165,27.0,59,719.5183333333333,80,210,0.381,44,127,0.346,26,33,0.788,106,44,26,28,8,-67,0.146,0.512,99.83,110.4,-3.1,99.46,116.2,114.4,1.8,362.0,897.2266666666667,46.0,0.181,0.496,-132.0,-177.70833333333337,13.0,-0.035,0.016000000000000014
Deni Avdija,WAS,2023-24,1102,1219.0,1065.599,153.4010009765625,153.4010009765625,846.9787,1284.2192,23.0,75,2256.6433333333334,406,803,0.506,88,235,0.374,202,273,0.74,540,286,160,59,36,-329,0.196,0.597,105.06,109.7,-6.5,103.07,110.2,118.9,-8.7,697.0,2020.38,76.0,0.165,0.535,405.0,236.26333333333332,-1.0,0.031,0.061999999999999944
Jaden McDaniels,MIN,2023-24,757,1000.0,846.24713,153.75286865234375,153.75286865234375,627.62683,1064.8674,23.0,72,2105.4533333333334,307,628,0.489,86,255,0.337,57,79,0.722,224,101,87,63,42,156,0.156,0.571,97.36,114.2,3.8,97.79,114.6,108.4,6.3,953.0,2416.4883333333332,79.0,0.156,0.611,-196.0,-311.03499999999985,-7.0,0.0,-0.040000000000000036
Jaren Jackson Jr.,MEM,2023-24,1486,1641.0,1487.0973,153.9027099609375,153.9027099609375,1268.477,1705.7175,24.0,66,2124.18,516,1161,0.444,117,366,0.32,337,417,0.808,365,154,160,80,106,-340,0.302,0.553,100.01,106.6,-7.3,98.68,106.8,113.7,-6.9,1173.0,1787.5033333333333,63.0,0.243,0.613,313.0,336.6766666666665,3.0,0.059,-0.05999999999999994
Jordan McLaughlin,MIN,2023-24,195,98.0,253.40009,-155.40008544921875,155.40008544921875,34.779785,472.0204,28.0,56,626.12,70,145,0.483,42,89,0.472,13,18,0.722,72,110,19,35,7,155,0.119,0.638,100.16,111.1,11.0,97.79,114.6,108.4,6.3,161.0,678.49,43.0,0.112,0.526,34.0,-52.370000000000005,13.0,0.006999999999999992,0.11199999999999999
Desmond Bane,MEM,2023-24,997,1327.0,1171.0593,155.940673828125,155.940673828125,952.439,1389.6797,26.0,42,1442.8483333333334,360,776,0.464,137,360,0.381,140,161,0.87,185,230,112,43,22,-201,0.273,0.589,100.82,108.2,-7.2,98.68,106.8,113.7,-6.9,1247.0,1841.4533333333334,58.0,0.252,0.606,-250.0,-398.605,-16.0,0.02100000000000002,-0.017000000000000015
Goga Bitadze,ORL,2023-24,311,502.0,341.74448,160.25552368164062,160.25552368164062,123.124176,560.36475,24.0,62,957.0866666666667,126,209,0.603,2,14,0.143,57,87,0.655,286,79,44,32,72,26,0.129,0.629,97.85,112.1,1.8,97.37,112.9,110.8,2.2,167.0,456.8016666666667,38.0,0.147,0.582,144.0,500.285,24.0,-0.017999999999999988,0.04700000000000004
Jalen Green,HOU,2023-24,1610,1723.0,1562.559,160.4410400390625,160.4410400390625,1343.9387,1781.1792,22.0,82,2601.3816666666667,563,1332,0.423,201,605,0.332,283,352,0.804,423,291,191,66,28,31,0.27,0.541,100.26,113.8,0.0,99.59,113.7,112.8,0.9,1683.0,2602.155,76.0,0.274,0.538,-73.0,-0.7733333333335395,6.0,-0.0040000000000000036,0.0030000000000000027
Sam Merrill,CLE,2023-24,485,509.0,346.15536,162.84463500976562,162.84463500976562,127.535065,564.77563,28.0,61,1068.9183333333333,158,393,0.402,143,354,0.404,26,28,0.929,120,108,19,19,4,28,0.17,0.598,97.47,110.8,-0.3,97.62,114.7,112.1,2.5,25.0,58.516666666666666,5.0,0.177,0.546,460.0,1010.4016666666666,56.0,-0.0069999999999999785,0.051999999999999935
Harrison Barnes,SAC,2023-24,1000,1011.0,847.3372,163.66278076171875,163.66278076171875,628.7169,1065.9575,32.0,82,2380.87,347,732,0.474,149,385,0.387,157,196,0.801,249,99,58,54,12,-80,0.154,0.611,100.69,114.1,-1.7,99.46,116.2,114.4,1.8,1230.0,2662.0383333333334,82.0,0.168,0.632,-230.0,-281.1683333333335,0.0,-0.014000000000000012,-0.02100000000000002
Dalano Banton,POR,2023-24,557,559.0,394.2869,164.71310424804688,164.71310424804688,175.6666,612.9072,24.0,54,1046.8466666666666,202,500,0.404,59,199,0.296,94,120,0.783,178,127,77,33,20,-222,0.25,0.504,98.51,104.5,-10.2,97.88,107.6,116.6,-9.0,142.0,278.54333333333335,31.0,0.229,0.505,415.0,768.3033333333333,23.0,0.02099999999999999,-0.0010000000000000009
Vít Krejčí,ATL,2023-24,135,412.0,246.7577,165.24229431152344,165.24229431152344,28.137405,465.378,24.0,22,541.32,51,104,0.49,28,68,0.412,5,6,0.833,52,50,20,13,6,1,0.098,0.633,97.72,117.4,-0.3,100.84,116.4,118.4,-2.0,36.0,165.42333333333335,29.0,0.108,0.475,99.0,375.8966666666667,-7.0,-0.009999999999999995,0.15800000000000003
Tobias Harris,PHI,2023-24,1204,1002.0,1167.4296,-165.4295654296875,165.4295654296875,948.80927,1386.0498,31.0,70,2367.78,463,951,0.487,91,258,0.353,187,213,0.878,453,217,93,70,46,224,0.203,0.576,98.94,117.0,4.6,98.17,116.2,113.0,3.1,1085.0,2435.8783333333336,74.0,0.18,0.602,119.0,-68.09833333333336,-4.0,0.02300000000000002,-0.026000000000000023
Keegan Murray,SAC,2023-24,1172,942.0,1107.8253,-165.8253173828125,165.8253173828125,889.205,1326.4456,23.0,77,2588.5666666666666,443,975,0.454,183,511,0.358,103,124,0.831,420,129,64,79,59,138,0.178,0.569,99.78,116.2,2.7,99.46,116.2,114.4,1.8,976.0,2381.673333333333,80.0,0.156,0.597,196.0,206.89333333333343,-3.0,0.021999999999999992,-0.028000000000000025
Sam Hauser,BOS,2023-24,712,605.0,774.04144,-169.04144287109375,169.04144287109375,555.42114,992.66174,26.0,79,1740.585,249,558,0.446,197,465,0.424,17,19,0.895,276,82,32,40,25,492,0.146,0.629,98.48,121.3,14.2,97.98,122.2,110.6,11.7,512.0,1289.8983333333333,80.0,0.141,0.634,200.0,450.6866666666667,-1.0,0.0050000000000000044,-0.0050000000000000044
Mitchell Robinson,NYK,2023-24,173,87.0,256.2064,-169.20639038085938,169.20639038085938,37.58609,474.8267,26.0,31,768.11,73,127,0.575,0,0,0.0,27,66,0.409,263,18,25,37,35,13,0.099,0.554,96.67,117.3,1.1,95.96,117.3,112.4,4.9,435.0,1588.8283333333334,59.0,0.101,0.652,-262.0,-820.7183333333334,-28.0,-0.0020000000000000018,-0.09799999999999998
Stephen Curry,GSW,2023-24,1956,1718.0,1548.2828,169.7171630859375,169.7171630859375,1329.6626,1766.9031,36.0,74,2421.5383333333334,650,1445,0.45,357,876,0.408,299,324,0.923,330,379,210,54,28,189,0.302,0.616,101.9,117.3,2.7,99.91,116.9,114.5,2.4,1648.0,1941.1516666666666,56.0,0.297,0.656,308.0,480.38666666666677,18.0,0.0050000000000000044,-0.040000000000000036
John Collins,UTA,2023-24,1027,758.0,928.4101,-170.41009521484375,170.41009521484375,709.7898,1147.0304,26.0,68,1901.06,397,746,0.532,86,232,0.371,147,185,0.795,575,77,98,40,61,-307,0.199,0.621,101.3,114.2,-7.5,100.26,114.5,119.6,-5.1,931.0,2129.6466666666665,71.0,0.168,0.593,96.0,-228.5866666666666,-3.0,0.031,0.028000000000000025
Aaron Gordon,DEN,2023-24,1013,748.0,922.8139,-174.81390380859375,174.81390380859375,704.1936,1141.4342,28.0,73,2296.81,398,716,0.556,40,138,0.29,177,269,0.658,471,259,105,56,45,423,0.174,0.607,98.01,119.8,8.7,97.43,117.8,112.3,5.5,1109.0,2055.1066666666666,68.0,0.206,0.617,-96.0,241.70333333333338,5.0,-0.032,-0.010000000000000009
Trey Murphy III,NOP,2023-24,842,1124.0,945.8749,178.1251220703125,178.1251220703125,727.2546,1164.4951,24.0,57,1690.265,275,621,0.443,169,445,0.38,123,151,0.815,280,124,34,51,28,265,0.182,0.612,99.46,115.2,7.0,98.7,116.5,111.9,4.6,1148.0,2448.005,79.0,0.159,0.65,-306.0,-757.74,-22.0,0.022999999999999993,-0.038000000000000034
DeMar DeRozan,CHI,2023-24,1897,1710.0,1531.8202,178.1798095703125,178.1798095703125,1313.2,1750.4404,34.0,79,2988.568333333333,650,1355,0.48,75,225,0.333,522,612,0.853,340,421,135,90,45,-62,0.252,0.584,97.94,113.5,-1.0,96.94,114.0,115.7,-1.7,1816.0,2681.61,74.0,0.272,0.592,81.0,306.95833333333303,5.0,-0.020000000000000018,-0.008000000000000007
Obi Toppin,IND,2023-24,843,833.0,653.7352,179.2647705078125,179.2647705078125,435.11493,872.3555,26.0,82,1730.6016666666667,332,579,0.573,102,253,0.403,77,100,0.77,320,128,69,47,43,141,0.16,0.677,104.97,120.2,3.6,102.16,120.5,117.6,2.9,497.0,1050.5083333333334,67.0,0.187,0.565,346.0,680.0933333333332,15.0,-0.026999999999999996,0.1120000000000001
Caleb Martin,MIA,2023-24,640,356.0,537.30023,-181.30023193359375,181.30023193359375,318.67993,755.92053,28.0,64,1756.5533333333333,241,559,0.431,81,232,0.349,77,99,0.778,281,143,77,47,29,66,0.168,0.531,96.41,113.0,1.9,96.88,113.3,111.5,1.8,683.0,2077.7383333333332,71.0,0.143,0.571,-43.0,-321.18499999999995,-7.0,0.025000000000000022,-0.039999999999999925
Kevin Knox II,POR,2023-24,223,46.0,227.49458,-181.4945831298828,181.4945831298828,8.874283,446.11487,24.0,31,560.2333333333333,86,186,0.462,31,94,0.33,20,22,0.909,75,23,22,13,7,-85,0.157,0.57,103.16,109.4,-7.8,97.88,107.6,116.6,-9.0,415.0,951.7233333333334,63.0,0.175,0.579,-192.0,-391.49,-32.0,-0.017999999999999988,-0.009000000000000008
Alec Burks,NYK,2023-24,689,356.0,537.91956,-181.9195556640625,181.9195556640625,319.29926,756.53986,32.0,66,1211.545,210,569,0.369,124,330,0.376,145,167,0.868,150,88,48,28,12,-256,0.234,0.536,100.63,107.8,-10.7,95.96,117.3,112.4,4.9,652.0,1122.4433333333334,51.0,0.218,0.602,37.0,89.10166666666669,15.0,0.016000000000000014,-0.06599999999999995
